"","PWGTP","SEX","RAC1P","POWSP","HISP","SOCP"
"25617","164","2","1","19","1","151150"
"25618","142","1","1","48","1","151143"
"25619","52","1","1","24","1","15113X"
"25620","62","1","1","21","1","15113X"
"25621","17","2","1","53","1","151199"
"25622","58","2","1","4","1","172070"
"25623","70","1","1","53","1","151121"
"25624","35","1","1","42","1","172061"
"25625","73","1","1","36","1","15113X"
"25626","57","1","1","48","1","151131"
"25627","118","2","1","39","1","151131"
"25628","109","1","3","40","1","151141"
"25629","69","1","1","18","1","151150"
"25630","64","1","1","9","1","172070"
"25631","91","1","1","20","1","15113X"
"25632","62","1","1","6","1","151121"
"25633","52","1","1","12","1","151142"
"25634","54","1","1","47","1","151131"
"25635","69","1","1","6","1","15113X"
"25636","91","1","6","5","1","15113X"
"25637","133","1","1","6","1","15113X"
"25638","39","2","1","24","1","15113X"
"25639","55","1","6","34","1","15113X"
"25640","168","1","1","42","1","172070"
"25641","58","1","1","6","1","15113X"
"25642","55","2","1","39","1","151121"
"25643","32","2","1","42","1","151121"
"25644","37","1","1","42","1","151141"
"25645","82","1","1","6","1","15113X"
"25646","65","1","6","6","1","151131"
"25647","76","1","2","36","3","151150"
"25648","116","1","1","24","1","172070"
"25649","104","1","1","44","1","15113X"
"25650","59","1","1","17","1","151199"
"25651","33","1","1","6","1","151121"
"25652","108","2","1","6","1","151150"
"25653","96","1","1","25","1","15113X"
"25654","162","1","1","30","1","15113X"
"25655","93","2","1","12","1","15113X"
"25656","133","2","1","17","1","151150"
"25657","23","1","1","17","1","151150"
"25658","51","1","1","22","1","151121"
"25659","63","1","6","53","1","15113X"
"25660","28","1","6","6","1","15113X"
"25661","75","1","6","51","1","15113X"
"25662","26","1","1","26","1","151150"
"25663","25","2","1","34","1","151121"
"25664","65","1","1","36","1","151134"
"25665","51","1","1","25","1","172061"
"25666","116","1","1","51","1","151199"
"25667","29","2","1","17","1","151199"
"25668","74","1","9","36","4","151131"
"25669","120","1","1","9","1","151143"
"25670","62","1","1","18","1","15113X"
"25671","78","1","1","34","1","151150"
"25672","29","1","1","42","1","151131"
"25673","46","1","1","44","1","151122"
"25674","98","1","9","53","2","15113X"
"25675","308","2","2","6","1","151199"
"25676","193","1","6","51","1","151122"
"25677","37","1","1","55","1","151150"
"25678","63","1","6","6","1","151131"
"25679","111","1","6","13","1","151143"
"25680","122","2","6","13","1","151131"
"25681","148","1","1","42","1","172070"
"25682","96","2","6","36","1","15113X"
"25683","74","1","6","6","1","15113X"
"25684","94","1","6","27","1","151199"
"25685","119","2","6","27","1","151199"
"25686","71","1","1","26","1","172070"
"25687","45","2","1","40","1","15113X"
"25688","64","1","6","48","1","172061"
"25689","107","2","1","51","1","15113X"
"25690","78","1","6","24","1","15113X"
"25691","111","1","1","17","1","151121"
"25692","64","1","1","24","1","172070"
"25693","60","2","1","25","1","151121"
"25694","49","1","1","24","1","151131"
"25695","70","1","1","6","1","172070"
"25696","266","1","1","20","1","151131"
"25697","43","1","1","45","1","151122"
"25698","164","1","1","21","1","151150"
"25699","89","2","1","36","1","151199"
"25700","65","2","1","6","1","15113X"
"25701","151","2","1","48","1","151121"
"25702","85","1","1","25","1","15113X"
"25703","124","1","6","39","1","151141"
"25704","133","1","1","40","1","172070"
"25705","271","2","1","6","11","151121"
"25706","338","1","1","17","1","151199"
"25707","35","1","1","41","1","151142"
"25708","93","1","1","12","1","151142"
"25709","16","1","1","17","1","151199"
"25710","58","1","6","6","1","15113X"
"25711","68","1","1","26","1","15113X"
"25712","52","1","1","4","1","151150"
"25713","185","1","9","24","1","151199"
"25714","53","2","1","48","1","151121"
"25715","117","1","6","8","1","151131"
"25716","104","1","6","37","1","15113X"
"25717","54","1","1","13","1","151142"
"25718","67","1","1","53","1","15113X"
"25719","92","2","8","42","1","15113X"
"25720","66","2","1","48","1","151121"
"25721","172","1","8","6","19","151142"
"25722","123","1","1","41","1","15113X"
"25723","83","1","1","18","1","15113X"
"25724","52","2","6","24","1","151141"
"25725","263","1","1","36","1","15113X"
"25726","280","1","8","8","1","151143"
"25727","129","1","1","36","1","151131"
"25728","22","1","1","42","1","151199"
"25729","62","1","1","36","1","151142"
"25730","31","1","1","26","1","151150"
"25731","118","2","1","25","1","172070"
"25732","81","2","6","6","1","15113X"
"25733","138","1","1","19","1","15113X"
"25734","31","1","6","6","1","172061"
"25735","23","1","1","36","1","151199"
"25736","63","1","1","24","1","151131"
"25737","115","2","1","48","1","151150"
"25738","106","1","1","48","1","151199"
"25739","101","1","1","49","1","151134"
"25740","94","2","1","49","2","151199"
"25741","120","2","1","35","1","151150"
"25742","81","1","1","48","1","15113X"
"25743","64","2","9","48","1","151121"
"25744","457","1","1","34","4","151150"
"25745","75","1","1","9","1","151142"
"25746","17","2","1","13","1","15113X"
"25747","112","1","1","23","1","151131"
"25748","44","2","1","25","1","15113X"
"25749","55","2","1","5","1","151121"
"25750","35","1","1","37","1","151111"
"25751","267","2","1","12","1","151134"
"25752","62","1","6","13","1","151131"
"25753","78","1","1","36","1","151131"
"25754","116","1","2","12","1","172061"
"25755","74","2","1","48","1","151150"
"25756","25","1","1","55","1","151150"
"25757","71","1","1","33","1","151150"
"25758","59","1","1","39","1","151142"
"25759","25","2","1","49","13","151131"
"25760","69","1","1","39","1","15113X"
"25761","165","1","1","6","1","15113X"
"25762","77","1","1","17","1","151150"
"25763","85","1","1","49","1","151199"
"25764","98","1","1","13","1","15113X"
"25765","68","1","6","6","1","151199"
"25766","59","1","6","36","1","151143"
"25767","76","1","1","51","1","151142"
"25768","114","1","6","6","1","151121"
"25769","50","2","6","6","1","151121"
"25770","103","2","2","36","1","151122"
"25771","95","1","2","36","1","151122"
"25772","153","1","1","42","1","15113X"
"25773","69","1","6","24","1","151131"
"25774","49","2","6","51","1","15113X"
"25775","96","1","1","9","1","151150"
"25776","121","1","1","16","1","151150"
"25777","40","1","1","32","1","151150"
"25778","123","2","1","6","1","15113X"
"25779","76","1","2","47","1","151150"
"25780","371","1","1","6","1","172070"
"25781","470","1","1","6","1","151199"
"25782","28","2","1","5","1","151121"
"25783","51","1","6","6","1","151131"
"25784","115","1","8","20","1","151199"
"25785","67","1","1","9","1","151150"
"25786","24","1","1","34","1","151143"
"25787","177","1","1","12","1","151199"
"25788","77","1","6","13","1","151150"
"25789","60","1","6","36","1","151121"
"25790","226","2","1","37","1","151150"
"25791","87","2","1","17","1","151199"
"25792","23","1","1","17","1","151131"
"25793","127","1","1","12","1","15113X"
"25794","62","2","1","12","1","15113X"
"25795","51","2","1","17","1","151150"
"25796","93","1","1","34","1","151111"
"25797","85","1","2","25","1","15113X"
"25798","83","1","6","25","1","151121"
"25799","62","2","1","4","1","151141"
"25800","104","1","2","48","1","15113X"
"25801","237","1","1","27","1","151199"
"25802","72","1","1","22","1","15113X"
"25803","52","1","1","6","1","15113X"
"25804","57","1","1","6","1","15113X"
"25805","24","1","1","42","1","15113X"
"25806","311","1","1","25","1","151121"
"25807","73","1","1","42","1","151142"
"25808","103","1","1","51","1","15113X"
"25809","91","2","1","12","1","151150"
"25810","61","1","1","6","1","151141"
"25811","53","2","1","45","1","15113X"
"25812","328","1","1","37","1","15113X"
"25813","120","1","1","17","1","15113X"
"25814","74","1","6","6","1","15113X"
"25815","99","1","6","6","1","15113X"
"25816","59","1","1","36","1","151131"
"25817","117","1","1","42","1","151142"
"25818","89","1","6","6","1","172070"
"25819","78","1","1","6","1","15113X"
"25820","39","1","1","35","1","151150"
"25821","96","1","1","48","1","15113X"
"25822","134","1","1","6","1","15113X"
"25823","183","1","1","24","1","151142"
"25824","85","1","1","39","1","151150"
"25825","28","1","1","55","1","15113X"
"25826","62","1","1","51","1","151199"
"25827","84","1","6","6","1","172070"
"25828","71","1","6","6","1","15113X"
"25829","98","1","6","54","1","151131"
"25830","135","1","1","6","1","15113X"
"25831","105","1","9","8","2","151142"
"25832","211","1","1","47","1","151150"
"25833","90","1","1","48","1","151150"
"25834","100","1","2","6","1","151150"
"25835","137","2","1","46","1","151150"
"25836","86","1","6","6","1","172070"
"25837","104","1","1","36","1","151121"
"25838","118","2","1","36","1","15113X"
"25839","98","1","6","6","1","15113X"
"25840","98","1","1","51","1","151199"
"25841","95","1","6","36","1","151121"
"25842","105","2","6","34","1","151121"
"25843","127","1","1","48","1","151134"
"25844","167","1","1","27","1","15113X"
"25845","167","2","2","26","1","151121"
"25846","119","1","1","30","23","151143"
"25847","42","2","1","26","1","151141"
"25848","326","1","1","4","1","151121"
"25849","71","1","1","12","1","151199"
"25850","328","1","1","55","1","151141"
"25851","128","1","1","36","1","151121"
"25852","69","1","6","15","1","151150"
"25853","156","1","1","48","1","15113X"
"25854","91","1","1","36","1","151134"
"25855","107","2","1","25","1","151141"
"25856","76","1","6","29","1","151142"
"25857","121","1","1","19","1","151131"
"25858","111","1","6","6","1","15113X"
"25859","107","1","1","41","1","15113X"
"25860","166","1","1","42","1","151143"
"25861","202","1","6","27","1","151141"
"25862","72","1","1","25","1","151150"
"25863","19","2","1","26","1","151121"
"25864","69","2","6","51","1","15113X"
"25865","183","1","2","22","1","151199"
"25866","29","1","8","8","24","15113X"
"25867","316","1","7","6","1","151150"
"25868","72","1","1","24","1","151111"
"25869","96","1","1","6","1","15113X"
"25870","68","1","1","24","19","151143"
"25871","69","1","1","33","1","15113X"
"25872","70","1","1","53","1","15113X"
"25873","78","1","1","12","1","15113X"
"25874","67","2","8","6","2","151150"
"25875","65","1","1","16","1","151141"
"25876","63","1","1","13","1","151131"
"25877","93","1","1","12","1","151143"
"25878","69","1","6","6","1","151142"
"25879","103","2","6","39","1","151134"
"25880","189","1","1","13","1","151150"
"25881","38","1","1","13","1","151121"
"25882","667","2","1","37","1","151121"
"25883","110","1","1","48","1","151131"
"25884","83","2","1","41","1","151131"
"25885","32","1","1","48","1","151199"
"25886","151","1","2","22","1","151199"
"25887","52","1","1","27","1","15113X"
"25888","160","1","6","48","1","15113X"
"25889","93","2","1","49","1","151121"
"25890","112","1","1","53","1","151150"
"25891","98","1","1","48","1","151199"
"25892","277","1","1","4","1","151150"
"25893","173","1","1","27","1","15113X"
"25894","49","1","1","25","1","15113X"
"25895","97","2","1","42","1","15113X"
"25896","151","2","1","39","1","151150"
"25897","93","1","9","11","1","15113X"
"25898","138","1","2","36","1","151150"
"25899","18","1","1","49","1","151142"
"25900","21","1","1","49","1","15113X"
"25901","159","1","1","53","1","15113X"
"25902","72","1","6","4","1","151121"
"25903","85","1","6","34","1","151131"
"25904","38","1","1","55","1","151150"
"25905","136","2","1","34","1","15113X"
"25906","146","2","1","22","1","151121"
"25907","80","1","1","18","1","151121"
"25908","111","1","1","25","1","15113X"
"25909","66","1","1","49","1","15113X"
"25910","76","1","1","48","1","151131"
"25911","56","2","1","29","1","151142"
"25912","99","1","1","10","1","151121"
"25913","56","1","1","4","1","151150"
"25914","64","1","6","25","1","151131"
"25915","91","2","6","25","1","151199"
"25916","47","1","1","34","1","172070"
"25917","35","2","1","12","1","151121"
"25918","80","1","1","49","1","151143"
"25919","90","1","1","53","1","15113X"
"25920","135","2","1","39","1","151121"
"25921","140","2","1","36","1","15113X"
"25922","139","1","1","27","1","151199"
"25923","148","2","1","27","1","151199"
"25924","143","2","1","42","1","151121"
"25925","82","1","1","53","1","151131"
"25926","84","1","1","42","1","151131"
"25927","125","2","1","4","1","151121"
"25928","61","1","1","1","1","15113X"
"25929","92","1","1","12","1","15113X"
"25930","144","1","6","17","1","151199"
"25931","235","1","1","6","1","151121"
"25932","56","1","1","9","1","151131"
"25933","204","1","9","39","1","15113X"
"25934","241","2","6","39","1","151199"
"25935","97","1","1","12","1","15113X"
"25936","139","1","1","26","1","151142"
"25937","57","1","1","26","1","151121"
"25938","81","1","2","48","1","151142"
"25939","167","1","1","48","1","151122"
"25940","92","1","1","48","1","151150"
"25941","92","1","1","31","1","15113X"
"25942","103","1","1","48","1","151150"
"25943","74","1","1","48","1","151131"
"25944","96","2","1","19","1","151142"
"25945","55","1","1","6","1","151150"
"25946","124","1","1","12","1","151150"
"25947","106","1","8","13","5","151134"
"25948","60","1","2","13","1","172070"
"25949","67","1","1","8","1","151121"
"25950","51","1","1","8","1","151199"
"25951","83","1","1","26","1","15113X"
"25952","78","1","1","44","1","15113X"
"25953","25","2","9","6","1","151150"
"25954","132","2","1","49","1","15113X"
"25955","169","1","1","49","1","15113X"
"25956","123","1","1","26","1","151122"
"25957","46","1","1","6","1","15113X"
"25958","56","1","1","6","1","151199"
"25959","72","1","1","48","1","15113X"
"25960","123","1","1","50","1","15113X"
"25961","48","1","1","12","1","151122"
"25962","43","2","1","11","9","151141"
"25963","112","2","1","42","1","151150"
"25964","89","2","1","26","1","15113X"
"25965","267","2","2","34","1","151150"
"25966","49","1","1","34","1","151121"
"25967","43","1","1","1","1","151150"
"25968","460","2","2","26","1","151150"
"25969","67","1","1","42","1","151131"
"25970","25","2","1","26","1","151141"
"25971","14","2","1","39","1","151131"
"25972","67","1","2","13","1","151121"
"25973","381","1","6","17","1","151121"
"25974","112","1","6","34","1","151131"
"25975","119","1","1","48","1","151131"
"25976","72","1","1","47","1","15113X"
"25977","65","1","1","21","1","151141"
"25978","82","2","2","9","1","151121"
"25979","47","1","6","36","1","15113X"
"25980","73","1","6","32","1","151199"
"25981","210","1","1","12","1","15113X"
"25982","120","1","1","6","23","15113X"
"25983","66","1","1","36","1","15113X"
"25984","45","1","1","13","1","172070"
"25985","84","2","1","34","1","151121"
"25986","627","1","6","6","1","15113X"
"25987","610","2","6","6","1","15113X"
"25988","135","1","1","48","1","151199"
"25989","117","1","1","48","1","15113X"
"25990","120","2","1","53","1","151199"
"25991","299","1","1","46","1","15113X"
"25992","37","1","1","8","1","151131"
"25993","34","2","1","12","1","15113X"
"25994","79","1","1","45","1","172070"
"25995","402","1","8","4","13","151121"
"25996","59","1","1","25","1","151150"
"25997","71","1","1","48","1","151199"
"25998","114","1","2","39","1","15113X"
"25999","110","2","2","39","1","151121"
"26000","58","1","1","26","1","151142"
